Sentence,Label Integer,Label
اما به هيچ وجه مخاطب رو متحير نميکنه و زود تکراري ميشه.,-1,Negative
اين گوشي در کنسول XBOX 360 به کانکتوري که در زير دسته‌ي بازي قرار دارد،  وصل مي‌شود و اين مساله امکان استفاده‌ي سريع از اين وسيله را فراهم مي‌کند.,1,Positive
"من الان 1 هفتست اين گوشي رو خريدم

خوب شايد نوت 2 بهتر باشه اما بايد تفاوت قيمت رو هم در نظر بگيريم

کلا گوشي خيلي خوبيه با اينکه بزرگه اما بر خلاف نظر دوستان صحبت کردن باهاش راحته، کيفيت صداي مکالمش عاليه، دوربينش خوبه، کيفيت ال سيديش هم خوبه

اما عيب‌هاش اينه:

عدم وجود شکاف براي قرار گيري قلم، پشتيباني ضعيف ال جي، باطري ضعيف

اما کلا گوشي خوبيه فوق‌العاده روان و سريع هستش و تمام بازي هارو بدون لگ بالا مياره، البته طراحي زيباشو نبايد ناديده گرفت

من که ازش راضيم",1,Positive
هيچ تلوزيوني مثل پلاسما نميشه.,1,Positive
فاقد زوم اپتيکال در حين فيلم برداري مي باشد  که در مواقع فيلم برداري از فواصل دور کيفيت تصوير بشدت پايين مي آيد همچنين جنس بدنه فاقد کيفيت لازم مي باشد به طوري که با مشاهده دوربين در بعضي نقاط بدنه کامل به هم جفت نشده  همچنين در موقع زوم در عکاسي خيلي با سر و صدا همراه است به طوري که احساس خشکي قطعات و نامرغوب بودن آن به چشم مي آيد  ضمنا تصوير نمايشگر فاقد کيفيت لازم و شفافيت مطلوب مي باشد و نمايشگر لمسي فقط در بعضي مواقع کاربرد دارد و کامل نيست,-1,Negative
با هزاران برنامه موجود و مجاني خيلي از نيازهاتون براورده ميشه.,1,Positive
"ولي متأسفانه امروز موقع مشاهده تصويري 

ناگهان تصوير خاموش شد ولي صدا ماند.",-1,Negative
به نظر من حتي به galaxy s2 هم نميرسه!,-1,Negative
البته تراکم پیکسلی 189ppi آن در مقایسه با تبلت های برتر دنیا مقداری پایین‌تر است و جزو بهترین‌ها نیست.,-1,Negative
این میزان تراکم پیکسلی بر روی تبلت های 10.1 اینچی مقدار استانداردی است و برای انجام کارهای مختلف،  بسیار مناسب است.,1,Positive
در مورد طراحيش بايد بگم که خيلي عالي و قشنگه.,2,Positive
تو اين 2 هفته که داشتم ازش راضي هستم.,1,Positive
ظاهر آن با آن پیچ‌های کاملا واضح در گوشه‌ها کاملا صنعتی می‌باشد و پنل جلویی و پشتی از فلز برس شده ساخته شده است.,-1,Negative
تبلت GS-Pad مدل GSP-X7 با صفحه نمایش 7 اینچ و رزولوشن 480 × 800 پیکسل،  دارای تصویری شفاف و واقعی می‌باشد.,1,Positive
اميدوارم زودتر وارد عرصه رقابت بشه من ميخواستم tipo dual از شرکت سوني رو خريداري کنم حالا صبر مي کنم اين شاهکار رو دستم بگيرم,1,Positive
به مشکل آقاي يزداني فرجام برخوردم يعني يک خط نازک مشکي وسط نمايشگر افتاده ، زنگ زدم هماهنگ گفتند بفرستيد،  کالاتون بيمه است عوض ميکنيم ولي اين پروسه يکماه طول ميکشه .,-1,Negative
این دوربین توانایی عکاسی پیاپی با سرعت 10 فریم بر ثانیه را نیز دارد که باز هم فوق العاده است.,2,Positive
نهایتا دوربین دوم یا جلویی آن نیز ارتقا یافته و دارای سنسور 1.2 مگاپیکسلی گشته است که می‌تواند با کیفیت HD فیلم برداری نماید.,1,Positive
همين که اسم اپل روي اين گوشي هست خودش خيليه.,1,Positive
این صفحه کلید بسیار باریک که بصورت جداگانه به آن متصل می‌گردد،  یکی دیگر از جذابیت‌های آن محسوب می‌گردد.,1,Positive
ابعاد این گوشی خیلی جمع و جور است که این نیز بر سادگی حمل و نقل آن می‌افزاید.,1,Positive
من که خيلي ازش راضي بودم,2,Positive
10- رابط ال جي با اينکه روي ICS سوار شده، خيلي خوب کار ميکنه و کاملاً روونه.,2,Positive
ولي اگر از سايت هاي ديگه قيمت گرفته باشيد، به اين واقعيت ميرسيد که اگر بخوايد يه تبلت که همه جوره بتونه نيازهاتون رو برطرف کنه و قيمت خوبي هم داشته باشه فقط و فقط همين ميتونه باشه.,1,Positive
که از پس همه کاري بر مي آيد !,1,Positive
من تازه اين هاردو خريدم واقعا پرسرعته و حرف نداره.,2,Positive
البته اين موضوع رو بگم که تمام بازي ها رو راحت بالا آورد و بدون لگ و هنگ اجرا کرد.,1,Positive
"سلام 

من الان 1سال هست xbox360 خريداري کردم کاملا از اون راضي هستم 

يکي از برتريهاي اين کنسول نسبت به ps3 اين هست که کپي خور شده قيمت بازيهاي اين کنسول نهايت 4000 تومان هست ولي بازيهاي ps3 رو شما بايد 70000 تومان بخريد يعني 6 تا بازي ps3 مساوي ميشه با يک کنسول xbox360",1,Positive
این دوربین ایده آل برای ورزشهای از قبیل پرواز، دوچرخه سواری،  اسکی و اسکیت،  سنگ نوردی،  کوه نوردی،  غار نوردی،  بانجی جامپینگ،  قایق رانی و دیگر ورزشهای از این دست می باشد. 2- مدل HD MotorSports HERO که مناسب برای علاقه مندان اتومبیل رانی،  موتور سواری،  دوچرخه سواری،  کارتینگ و جت اسکی می باشد.,1,Positive
عکسش تعريفي نيست.,-1,Negative
3- ارتقاء فلاش LED دوربين (LED Flash) به فلاش LED هوشمند (Smart LED Flash) با قابليت تنظيم نور تا 5 سطح مختلف با استفاده از فاصله دوربين تا سوژه.4- صفحه نمايش از نوع Super LCD 2 (که امتحانش رو در One X پس داد) و سايز 4.3 اينچ؛ که هم نوع صفحه نمايش يک ورژن بهتر شده و هم سايزش 0.3 اينچ افزايش داشته.,1,Positive
يک ويژگي خوبي که اين تبلت داره اينه که داراي صداي فوق العاده بالا با کيفيت استريو هست،  که اين ويژگيش واقعا براي من جالب و خوشآيند بود،  چون من ساعات زيادي رو آهنگ گوش ميدم.,2,Positive
در حالی که FT1 توانایی تحمل فشار آب،  فقط تا عمق 3 متری را داشت،  FT3 می‌تواند فشار آب تا عمق 12 متری را تحمل آورد،  تا حتی اگر یک غواص و یا علاقه‌مند به عکاسی زیر آب هستید،  بدون هیچ مشکلی بتوانید صحنه های بسیار زیبای بستر نزدیک به ساحل یک خلیج را عکاسی کنید.,2,Positive
همانطور که گفتیم،  W630 دوربینی کاملا کوچک،  سبک،  جیبی و خوش ساخت است که از امکاناتی بسیار خوب را ارائه می‌دهد.,2,Positive
در آخر بايد بگم Samsung Galexy S II يک گوشي ماندگار و قدرتمند هست و يکي از بهترين گوشي‌هاي اندرويد حال حاضر موجود در بازار.,2,Positive
البته Sony Cyber-Shot DSC-HX10V موقعيت ياب و GPS هم داره که زياد کاربردي نيست .,-1,Negative
کيفيت بدنش متوسط رو به خوب.,1,Positive
واقعا نسبت به قيمتش خيلي ارزش خريد داره.,1,Positive
پیش روی شما دریایی از انواع بازی هایی قرار خواهد داشت که در بین آن‌ها بازی‌های 3D و کاملاً مهیج و گرافیکی هم وجود دارد.,1,Positive
این دوربین ایده آل برای ورزشهای از قبیل پرواز،  دوچرخه سواری،  اسکی و اسکیت،  سنگ نوردی،  کوه نوردی،  غار نوردی،  بانجی جامپینگ،  قایق رانی و دیگر ورزشهای از این دست می باشد.2- مدل HD MotorSports HERO که مناسب برای علاقه مندان اتومبیل رانی،  موتور سواری،  دوچرخه سواری،  کارتینگ و جت اسکی می باشد.,1,Positive
واقعا از نظر ارسال سريع و کيفيت عالي بسته بندي بايد از ديجي کالا تشکر ويژه کرد.,2,Positive
در مورد الباقي قابليتهاي ان نظير دوربين و فيلمبرداري و اين حرفها هم همين بس که بگويم تا به امروز امکان نداشته دوستي فيلمها و عکسهاي من را ديده باشد و برايش باورکردني باشد چنين کيفيتي.,1,Positive
از نظر cpu نيز فرق خاصي نکرده که داراي cpu دو هسته اي 1.2 GHz است  و اين که رم ان تا64 ساپورت مي کنه که S2 تا 32 ساپورت ميکنه و پيشرفت ديگر اين که S2  plus  داراي NFCنيز است.,1,Positive
يک دوربين عالي براي خانواده ها که هيچ کمبودي در اون احساس نميشه عکس خوب، فيلم خوب، باطري خوب، فلاش خوب، امکانات خوب و ..,2,Positive
اما نه به طور کامل!,-1,Negative
اغراق رنگ نسبت به مدل پيشين به طرز کاملا مشخصي کاهش پيدا کرده است.,1,Positive
در مجموع می‌توان گفت که با توجه به قیمت دستگاه،  G580 از کیفیت ساخت بسیار رضایت بخشی برخوردار است.,2,Positive
لولایی که نمایشگر را نگه می‌دارد کاملا مستحکم است و دکمه‌ها نیز بازخورد خیلی خوبی دارند.,2,Positive
خيلي دوربين خوبيه کيفيت عکساش عاليه .,2,Positive
"من اين هارد رو سه روز پيش سفارش دادم امروز رسيد دستم سرعتش عاليه, نرم افزاري که روي خودش هست خيلي به کار مياد اگر به دنبال يه هارد همه چي تموم ميگردين اين عاليه شک نکنين.",2,Positive
در آخر از خواننده عزيز کمال تشکر رو دارم و همچنين از ديجي کالا به خاطر محيطي که ايجاد کرده.,1,Positive
اما بعد از اینکه مدتی با آن کار می‌کنید، می‌بینید که آن طور هم که قبلا به نظر می‌آمد نیست و حس خوبی با آن خواهید داشت.,1,Positive
بسيار زيبا بايد از نزديک ببينيد زيبايشو.,2,Positive
اپل در واقع يک سر و گردن از شرکت هاي مقابل خود بالاتر است.,1,Positive
مایکروسافت طراحی ویندوز فون 8 را به بهترین نحو انجام داده است.,1,Positive
از مزيت‌هاي اين درايو نسبت به دو مدل ديگر مي‌توان به صداي نسبتا کمتر و کيفيت بهتر ساخت اشاره کرد؛ اما دو مدل قبلي يعني Samsung / Toshiba و LG / Hitachi در کل کيفيت ساخت يکساني دارند.,1,Positive
• کنترل چند رسانه جهاني ـ اين وسيله در شنيدن موسيقي و پخش DVD کاربرد فراواني دارد.,1,Positive
"سلام به همه دوستان و دوستداران تکنولوژي

اين گوشي از نظر من بهترين محصول سامسونگ هستش",2,Positive
کيفيت بدنه فلزي تبلت خيلي خوب است.,2,Positive
***** آپديت ***** سي و يک شهريور : پردازنده ي آيفون 5 از نوع دوهسته اي ARMv7 1.2 GHz به همراه يک گيگابايت رم هستش که طبق بنچ مارک هاي اوليه،  سريع تر از تمامي گوشي هاي هوشمند فعلي مي باشد.,1,Positive
امکاناتش نسبت به قيمتش فوق العادست!,2,Positive
کيفيت صفحه نمايش در حد باور نکردني و غير عادي بالاست و  از نوعيست که اثر  انگشت روي آن نمي ماند.,2,Positive
چون از يه اسپيکر استفاده ميکنن ولي مقدار کمي صداي SONY S بيشتر از ION هست به اين دليل که Sجلويه اسپيکرش هيچ محافظي نيست ولي ION با رو کش يک تکه درب پشتي از اسپيکر محافظت ميکنه ولي با هندزفري هاي جديد  SONY که رويه ION قرار داده شده لذت موسيقي براي کسايي که عاشق موسيقي با بيس بالا  هستن رو 100% تضمين ميکنه  چهار  دکمه لمسي پايين که متخصصين سوني با کلي زحمت با ساختار شناور ساختند که فوق العادست.,1,Positive
من اول ميخواستم ايسوس ترانسفر بگيرم اما با پيشنهاد دوستان اين مدلو گرفتم خيليم راضيم ازش.,2,Positive
فیلم برداری دوربین Asha 302  با کیفیت QVGA و سرعت 15 فریم بر ثانیه صورت می‌پذیرد که چندان قابل تعریف نیست.,-1,Negative
یکی دیگر از قابلیت های کلیدی این مدل سرعت تصویر برداری 60 فریم بر ثانیه آن است،  به این معنا که می توان فیلمهای ورزشی و مهیج را به صورت کاملا نرم و آهسته و با سرعت 2/1 پخش کرد.,1,Positive
تنها ايرادش دوربين ضعيفش هست که با اينکه 8 مگاپيکسله و سنسور exmor داره اما کيفيت عکسش درحد همون کا750 بيشتر نيست!,-1,Negative
حرکت تصاویر با قابلیت 960Hz Clear Motion Rate بسیار نرم‌تر خواهد بود تا صحنه‌های پر تحرک و هیجانی را با نهایت وضوح تماشا کنید.,2,Positive
این دوربین با ظاهری نامتعارف،  اما کاملا حرفه ای،  شما را به دنیای ورزش و ماجراجویی دعوت می کند.,1,Positive
اما اگه به اين محصول تنها از ديد تحسين نگاه کنيم مسير را به اشتباه رفته ايم،  چرا که معمولا آنچنان که از سابقه اپل به خاطر داريم اين شرکت نقاط ضعف محصولات خودش رو در سايه تبليغات پر زرق و برقش پنهان مي کنه.,-1,Negative
) مشکل گرفتن که آخر هم هارد رو بهم ندادن و گفتن زنگ مي‌زنن.,-1,Negative
صفحه نمایش موجود بر روی MediaPad 10 یک صفحه نمایش 10.1 اینچی از نوع IPS می‌باشد که قابلیت نمایش 16 میلیون رنگ را داراست و در کمال شگفتی،  رزولوشن 1200×1920 را ارائه می‌نماید که تا به این تاریخ در بین تبلت های اندرویدی بی رقیب است.,1,Positive
به کمک این فن‌آوری، کیفیت به FullHD 1080p با سرعت 72 فریم بر ثانیه افزایش پیدا می‌کند و شفافیت رنگ‌ها نیز بیشتر می‌شود.,1,Positive
نرم افزار سیستم عامل موجود بر روی تبلت جدید فوجیتسو همان طور که گفتیم سیستم عامل محبوب و قدرتمند اندروید می‌باشد.,1,Positive
اين دوربين در مقايسه با دوربين هاي مثل خودش خيلي با کيفيت تر و مناسبتر است.,2,Positive
گوشي ظريفيه موقع خريدش کاور فراموش نشه.,1,Positive
مشخصات سخت افزاريش مناسبه و کاراييش هم عاليه.,2,Positive
از جمله امکانات پرکاربرد می‌توان به موارد ذیل اشاره نمود :قابلیت پشتیبانی 3G و درنتیجه استفاده از اینترنت همراه،  مکالمه تلفنی،  GPS و GPRS حافظه حافظه داخلی 512 کیلوبایت و رم 8 گیگابایت با قابلیت ارتقا تا 32 گیگابایت،  فضای کاربردی بالایی را در اختیار کاربران تبلت GSP-X7 قرار می‌دهد.,1,Positive
موفق باشيد,1,Positive
سلام من قبلا p1000 داشتم از اون خيلي راضي بودم نسبت به زمان توليدش کارايي خوبي داشتاين p3100 چند وقتي هست خريدم اگه از سيم کارت رايتل استفاده بکنيد اينترنتش حرف نداره و همچنين پخش تصويرش خيلي کيفيت بالايي داره مخصوصا کليپ هاي HD سرعت بالايي داره فقط موقعي که ازش استفاده نميکنيد بخاطر مصرف باطري برنامه هاي باز رو ببنديد دوربينش فقط تو شب کارايي نداره ولي تو روز عکسهاي خوبي ميتونيد بگيريد يه مشکله ديگه اي که ميتونيد باهاش پيدا کنيد کيف ضربه گيرشه که امکان داره خوب جفت و جورش نباشه ولي يه مدل که من اين آخري گرفتم فيت تبلت مارکش OZAKI هست.,1,Positive
در ضمن، با وجود راه های ارتباطی متنوع مانند 3G،  Wi-Fi،  GPRS و Edge به راحتی می‌توان با دنیای اینترنت در ارتباط بود.,1,Positive
جزئیات بسیار دقیق هستند،  رنگ‌های تولید شده بسیار طبیعی بوده و نویز عکس‌ها کم است.,2,Positive
فلاش LED این دوربین فوق‌العاده قدرتمند است.,2,Positive
این روشنایی فوق‌العاده به کاربران کمک خواهد کرد که حتی با وجود سطح براق صفحه نمایش،  به راحتی با تبلت خود در فضاهای بیرونی و یا در زیر تابش مستقیم نور آفتاب کار کنند.,2,Positive
واقعاً معرکه هستش.,2,Positive
بسته بندي خيلي عالي از ديجي کالا شده بود.,2,Positive
تنها سايت مطمئن و مردمي فقط **دي جي کالا**,1,Positive
چرا که این ایده کاملا به سود مصرف کننده است که با خرید یک دستگاه،  صاحب دو دستگاه می‌شود و ایسوس با تولید این گوشی ثابت نمود که فقط به دنبال منافع اقتصادی نبوده است.,1,Positive
"سلام 

من بعد از چند روزي جستجوي جدي براي پيدا کردن يه لپ تاپ 2 هفته قبل به صورت اينترنتي اين لپ تاپ رو  خريدم واقعا عالي پيشنهاد من به شما هم خريدن اين لپ تاپ.",2,Positive
در کل پرينتر خوبيه!,1,Positive
سرعت شاتر این دوربین نیز نسبتا خوب است.,1,Positive
4- قاب آن خش پذير است و لکه اثر دست باقي مي ماند .,-1,Negative
فعلا که ازش راضيم .,1,Positive
به کمک موتور براويا رنگ ها رو طبيعي تر نشون ميده.,1,Positive
اما یکی دیگر از مواردی که برای ما بسیار جذاب بود،  ابعاد و وزن این تبلت است.,1,Positive
GPS داخلی ویژگی بسیار خوبی است که بر روی FT3 وجود دارد.,2,Positive
با رنگ مشکي که در اوج سادگي،  فوق العاده زيباست.,2,Positive
به هر حال من فکر مي کنم کمپاني اپل از تمام کمپاني هاي حال حاظر جهان به شخصيت کاربرانش بيشتر اهميت مي ده.,1,Positive
به علاوه این گرد بودن لبه‌های گوشی باعث می‌شود که در دست راحت‌تر جای گیرد و کار کردن با آن راحت‌تر شود.,1,Positive
این لنز در حالت واید 24 میلی متر به راحتی می‌تواند میدان دیدی کاملا گسترده را پوشش دهد تا در یک عکس بتوانید تصویر یک چشم انداز طبیعی پهناور را ثبت کنید.,1,Positive
عاليه ولي به نظرم يه گوشي بزرگ هست تا يه تبلت,1,Positive
که بسيار قوي و هر نرم‌افزاري قادر اجراست.,2,Positive
داشتن gps يکي از عواملي بود که باعث شد از بين مدل مشابه canon اين دوربينو بخرم ولي بايد بگم که در بيشتر مناطق سيگنال نميده که علتشو نميدونم در صورتي که gps معمولي درست تو همون نقطه مختصات ميده در کل نسبت به هزينه اي که واسش کردم راضي نيستم کيفيتش در حد دوربين کامپکته نه ي دوربين اولترازوم با اون همه تعريفو تمجيد .,-1,Negative
بزرگترین مزیت دوربین‌های سوپرزوم این چنینی،  قابلیت‌های فراوانی است که به شما در عکاسی از چشم اندازهای گسترده تا مناظر بسیار دوردست می‌دهند.,1,Positive
دقت زوم مناسب است و ميتوان به نرمي زوم کرد.,1,Positive
بسيار عاليه ،  اين مشکلاتي که دوستان گفتن خيلي کم پيش مياد و در صورت وقوع نهايتا با 10.000 تومان هزينه و عوض کردن قطعه (مگنت يا درام) مثل روز اولش مي شه.,2,Positive
اپل هر سال يک گوشي و تبلت ميده بازار ولي هر سال بهتر از سال ديگه,1,Positive
صفحه نمايش Super AMOLED Plus فوق‌العاده با‌کيفيت..,2,Positive
و همچنین با کابل USB و اتصال به کامپیوتر آن را شارژ نمایید.,1,Positive
من که واقعا پشيمون شدم.,-1,Negative
"نمایشگر 3 اینچی هم رزولوشن 460,000 پیکسل را ارایه می‌دهد که رزولوشن بسیار بالا و خوبیست.",2,Positive
در کل مرسي ديجي کالا,1,Positive
"واقعا هارد خوبيه توي جيب عقب هم ميشه بذاريش و خيلي هم سبکه 

ايني که من خريدم ساخت مالزيه ولي جنس روش اونقدرا که فکر ميکردم براق نيست",1,Positive
عاليه.,2,Positive
قدرت بلندگوی این گوشی بسیار زیاد است به همین حتی در فضاهای شلوغ به راحتی می‌توانید صدای زنگ خوردن گوشی خود را بشنوید.,1,Positive
بهترين گوشي حال حاضر دنياست.,2,Positive
قيمت عاليه .,2,Positive
"سلام به همه دوستان

من 2 ماه اس2 دارم واقعاً حرف نداره

سري G به نظر من خيلي خيلي بهتره.",1,Positive
صفحه نمايشش فوق‌العادست.,2,Positive
من اين گوشي رو به عنوان پيشنهاد شگفت انگيز ديجي کالا قبول کردم و به نظرم واقعا شگفت انگيز هست.,2,Positive
کاملاً ازش راضي هستم .,2,Positive
واقعا ممنونم ازت ديجي کالا ،  دوستان ديجي کالا يک e bay  در سطح مليه که رو دستش نيومده و نخواهد آمد.,2,Positive
سلام، اول از هم درپاسخ به رضاي عزيز بايد بگم غير از محصولات اپل بعضي از محصولات ديگه هم از نانو سيم استفاده ميکنند که مشکل نيست و حل ميشه، اما آيفون..,1,Positive
از لحاظ ارگونومي و شکل ظاهري بسيار شکيل و زيباست .,2,Positive
اندازش خيلي کوچيک و شيکه به راحتي تو جيب جا ميشه.,1,Positive
"فقط يه خورده نميتونه فيلماي اچ دي رو پخش کنه

5.صداش عاليه هم با هندزفري هم بدون هندزفري(داخل جعبه اش هندزفري نداره)

و.",1,Positive
عالي.,2,Positive
تقریبا همه ی این عملکرد خوب در فیلم برداری شرایط ضعیف محقق شده است.,1,Positive
جلو و پشت این تبلت کاملا صاف طراحی شده و لبه های منحنی آن باعث می‌گردد که نگهداری آن در دست بسیار راحت‌تر صورت پذیرد و اطمینان خوبی را به کاربر بابت لیز خوردن از دست خواهد داد.,2,Positive
لازم به ذکر است که صفحه کلید 4540s در برابر نفوذ مایعات مقاوم است.,1,Positive
"سلام 

من الان  دارم با اين گوشي متن رو مي‌نويسم 

امروز دستم رسيد رنگ مشکي از ديجي کالا خريدم

فوق العادست 

صفحه نمايش عالي اندازه بزرگو باريک و عالي 

تاج منو هاش با نيم ساعت کار کردن ياد ميگيري و مشکلي نداره.",2,Positive
کلا دستگاه خيلي ضعيفيه از نظر تکنولوژي و سخت افزاري و زياد خرج داره.,-2,Negative
فقط يه عيبي ديدم تو اين گوشي.,-1,Negative
هنگامی که حالت Super IPS+ صفحه نمایش فعال شود،  روشنایی آن به طرز چشمگیری افزایش می‌یابد بطوریکه به مراتب صفحه نمایش روشن‌تری از تبلت های Transformer Prime و یا Samsung Galaxy Tab 2 و حتی iPad 3 مشاهده خواهید کرد.,1,Positive
تنها عيبي که داره،  بهتر بود صفحه کليدش نور پس زمينه ميداشت.,-1,Negative
تعداد زیادی از پیغام‌ها و هشدارها به صورت بسیار کامل و جامع در این صفحه نمایش داده می‌شوند که کاربر می‌تواند نوع پیغام‌های نشان داده شده در این صفحه را بنا به نیاز و سلیقه‌ی خود،  از منوی تنظیمات دستگاه تغییر دهد.,2,Positive
اونا يکم تو کيفيت بهترن.,1,Positive
من که خيلي خوشم اومد..,2,Positive
این مدل نیز همانند مدل سال گذشته تنها 344 گرم وزن دارد که آن را به یکی از سبکترین تبلت های موجود در بازار تبدیل کرده است.,1,Positive
نسبت به انتظار طرفداران اپل،  پيشرفت قابل توجهي نسبت به 4s  نداشت.,-1,Negative
در نهایت،  با پشتیبانی این نسخه از Nexus 7 از سیم کارت،  امکان اتصال به اینترنت از طریق 3G نیز امکان پذیر خواهد بود.,1,Positive
عمل Pinch too Zoom که با دو انگشت صورت می‌گیرد،  کاملاً بدون خطاست.,1,Positive
این دوربین در ضمن نمایشگر بسیار با کیفیت تری نیز دارد.,2,Positive
طراحی زیبا،  ابعاد مناسب،  وزن کم،  جدیدترین نسخه سیستم عامل اندروید و پردازنده قدرتمند این تبلت را به انتخابی شایسته برای طرفداران تبلت های اندرویدی تبدیل می‌کند.,2,Positive
بعدشم همه ميدونن که htc تو دوربين و صدا کم نمي ذاره يکي از نمونه هاش هم همين گوشي که بهترين دوربين جلو رو در بين گوشيها داره که با کيفيت Full HD فيلمبرداري ميکنه،  در مورد صدا هم که اسم Beats Audio همه چيز رو ميگه.,1,Positive
این نوع نمایشگرهای چرخنده خیلی کارآمدتر از مدل هایی هستند که فقط به بالا و پایین چرخش می نمایند.,2,Positive
"گرافيکش يکم از قبلي بهتره - سرعتش يک ثانيه بهتره -دوربينش هيچ فرقي با 4s نداره و دوربين جلوش واقعا HD هست- صفحه نمايش با حالي داره - خوش دست تر از مدل قبليه-سبک تره (وقتي بيوفته آسيب اون چناني نميبينه)                

 

معايب :  خيلي روش خط ميوفته.",1,Positive
من اين لپ تاپ رو خريدم و ازش هم راضيم.,1,Positive
یکی از بهبودهای انجام گرفته در این دوربین نسبت به مدل پیشین، در سنسور تصویر دیده می شود.,1,Positive
لب تابهاي کلاس پروبوک  اچ پي واقعا زيباست مخصوصا 4530s البته نسبت به قيمتي که دارن.,2,Positive
- البته کاملا بي نقص کار مي کنه حتي تاچش.,1,Positive
سلام دوستان من اين تبلتو امروز خريدم فعلا نظري ندارم فقط از ديجي کالا ممنونم چون خيلي سريع يعني 1 روزه رسوندش اراک,1,Positive
اما ارزش اين در مقابل قيمتش واقعا بالاتره.,2,Positive
کيفيت تصاويرش خيلي خوبه.,2,Positive
بر اساس اعلام کمپانی اپل،  Siri به حدی هوشمند شده که می‌تواند بر اساس محلی که شما در آن قرار دارید،  مکان‌های تفریحی نیز به شما پیشنهاد دهد!,1,Positive
و با قيمت پايين‌تر از سري نوت به نظر من بهتر از اوناست.,1,Positive
به لطف پردازنده قدرتمند دو هسته ای و یک گیگابایت حافظه RAM،  پخش فایل های ویدئویی Full HD 1080p برای GALAXY Tab 2 هیچ مشکلی نیست.,1,Positive
سبکه و فوق العاده اس,2,Positive
کیفیت دید از زاویه هم بهترین است.,2,Positive
چنین نسبتی به معنی ثبت روشن تر تصاویر در شرایط نوری تاریک می باشد تا باز هم بر کیفیت فیلم های گرفته شده افزوده شود.,1,Positive
و صفحه ي لمسش عکس و العمل پاييني داره به طوري که گوشي قبليم (nokia c7) در سرعت صفحه لمسش هيچ تاخيري نداشت.,-1,Negative
به نظر من که معرکه هستش هيچ جاي حرفي باقي نذاشته,1,Positive
"حسگر CMOS  کيفيت خيلي بهتري داره و از نظر باطري خيلي کم مصرف تر هست 

به نظر من که کيفيت عکس و فيلمش فوق العاده هست .",2,Positive
کيفيت صفحه نمايشش هم خوبه البته اونقدر که توي تبليغاتش مينويسن خوب نيست.,1,Positive
مشخصات کلی کمپانی کانن که شهرت خود را بیشتر بابت دوربین‌هایش دارد،  در زمینه تولید دستگاه های اداری نیز فعال بوده و جزو برترین کمپانی‌ها در این زمینه می‌باشد.,1,Positive
محیط کاربری دوربین Xperia ray دقیقا مشابه مدل Xperia arc است و به قابلیت‌ها و امکانات نسبتا زیادی مجهز است.,1,Positive
پرينتر خوبيه,1,Positive
سرعت عکس برداری و فیلم برداری هم فوق‌العاده است.,2,Positive
اما ویندوز Pro تمامی برنامه‌هایی که تا به حال برای ویندوز نوشته شده است را پشتیبانی و اجرا می‌نماید،  چرا که بر مبنای پردازنده های 32 و 64 بیتی ( Intel و AMD ) ساخته شده است.,1,Positive
براي خريدش شک نکنيد.,1,Positive
"راستش با چيزايي که شنيده بودم داشتم منصرف ميشدم از خريدنش

اما حالا که خريدم واقعا بيش از اندازه راضي هستم

دوستاني که ميگن کيفيت خوبي نداره بايد بگم که بهتره اين انتقاد رو از هدفونش کنيد !",1,Positive
"به نظر من در ايران اصلا به قيمتش نمي‌ارزه

با هزينه اي که براي اين صرف ميشه،  ميشه 3 تا گوشي قدرتمند تر و بهتر از آي فون 5 خريد 

",-1,Negative
وقتی دوربین را با یک دست نگه داشته‌اید،  انگشت شست دست راست شما به راحتی می‌تواند به بیشتر کنترل‌های مهم دسترسی پیدا کند.,1,Positive
واقعا از کارم راضي هستم نميگم htc sensation  بده ولي galaxy SII از نظر سرعت، دوربين، کيفيت تصوير و باريکي اين گوشي واقعاً سره.,1,Positive
TF700 تنها 599 گرم وزن دارد که آن را به یکی از سبک‌ترین تبلت های 10.1 اینچی تا به امروز تبدیل کرده است.,1,Positive
موضوعی که از نظر بسیاری یکی از نقاط ضعف جدی این مدل به شمار می‌رود.,-1,Negative
رنگ‌های تولید شده بسیار زنده و طبیعی بوده و نویز تصاویر نیز کم است.,2,Positive
"بنظرم با توجه به امکانات و داشتن لنز سري G و برند معتبرش واقعا"" ارزش خريدو داره .",1,Positive
قيمت عالي براي اين سطح امکانات لذت اسمارت فون رو درک ميکنيد,2,Positive
عدم حضور این دو،  نه تنها باعث باریک‌تر شدن لپ‌تاپ شده است،  بلکه به اپل کمک کرده که باتری بزرگ‌تر و قوی‌تری را در دستگاه جای دهد.,1,Positive
اين گوشي رو يک هفته پيش خريدم صفحه نمايشش هيچ مشکلي نداره در ضمن همگي امکانات نوت 2 رو داره و به نظر من غول گوشي هاي دو سيم کارته واقعا فوق العاده هستش البته همه جا حافظه داخلي اين گوشي رو 8 گيگ زده ولي در دسترس کاربر 4 گيگ بيشتر نيست و هنوز نتونستم براش يه کيف مناسب پيدا کنم ولي در کل گوشي فوق العاده اي هستش بي نظيره            ,2,Positive
از لحاظ سخت افزاري از اکسپريا اس و گالاسي اس 2 ضعيفتره.,-1,Negative
از نظر پورت‌ها و اتصالات،  N43SM در سطحی متوسط است و تنها پورت خیلی عالی و غیر منتظره‌ای که بر روی آن می‌بینیم پورت USB 3.0 است.,1,Positive
خيلي بده که آدم خودش رو به اختيار محدود کنه .,-1,Negative
