sentence,sentiment
دوربینش از آیفون 6s هم رتبه بهتری تو DxoMark اورده  واقعا که عالیه,0
اولا بگم که این گوشی از نظر من بهترین گوشی از گوشی های نوع ازران قیمت شیاعومی هستش! حتی من از mi5 هم بشتر دوسش دارم! فقط گوشی mi mix  از این بهتر هستش! که اونم 3 برابر این قیمت داره!!!   گوشی فوق العاده ایی است این گوشی میتونه با پر کار کرد ترین نوع 2 روز کامل شارژ نگه داره!!!  و آخرین رکوردش هم 10 روز بدونه شارژ ه .  بدنه فوق العاده شیکی داره که در اولین دیدار مجزوبش میشین!!  از لحاظ سخت افزاری هم باید بگم که واقعا در قیمت خودش تکه!!  البته باید بگم که قیمت این گوشی توی بازار  یکمی از دیجی کالا ارزون تره اما توی دیجی کالا گارانتی داره!,0
البته این کفش رو برای خواهرم خریداری کردم، که الانم برای نوشتن از نظرات ایشون استفاده کردم.,0
با سلام   لطفا  وزن این کوله (همراه و بدون متعلقات ) را اطلاع رسانی فرمایید  با تشکر,1
سلام   دوستان من اینو 8ماه پیش خریدم تاچ ال سی دی هنک کرد و خراب شد..الان 8ماهه دارم دنبال تاچ میگردم پیدا نمیکنم,2
رنگ بنفشش رنگی خاص و شیک هست.کیفیت ساخت بسیار بالا دارد.,0
اصلا ماندگاری نداره. بوی خوبی هم حتی لحظه اول نداره.,2
این گوشی نسخه اندرویدش 5 نه4.4,1
لطفا کسانی که باهاش کار کردن کمکم کنن یه نقد کامل بزارن  مرسی,1
با سلام خدمت دوستان عزیز  امیدوارم براتون مفید باشه نظرم  این گوشی واقعا خیلی عالیه  تو این سقف قیمت این گوشی عالیه. حسگر اثر انگشت، اندروید پیش فرض 6، رم 3 گیگ، ظرفیت 16، دوربین ها عالی هم اصلی(13 مگا پیکسل) هم جلویی(8 مگا پیکسل)، طراحی و شیک هست، پشتش از فلزه و با دوام، دو سیم کارته و فورجی، دارای چراغ اعلان که واسه خیلیا مهمه مثل خودم، ساپورت OTG و ده ها امکانات دیگر که به نسبت قیمتش عالیه.    اون دوستانی هم که میگن فناوری صفحش پایینه خدمتشون عرض کنم که درسته از نوع TFT هست اما تفاوت زیادی با سایر LCD ها نداره یه جزئی فرق داره که اونم با عادت کردن به گوشی برطرف میشه  در کل واقعا با این قیمت محشره  منکه راضیم نه هنگ نه خالی کردن باتری نه داغ کردن  پیشنهاد میکنم حتما بخرید.  راستی اندازش هم 5*5 هست که واقعا برا من و اونایی که بزرگ دوس دارن عااالیه  ببخشید سردرد دادم.  با تشکر از همه,0
این گوشی با توجه به امکاناتی که داره بسیار به صرفه است و بدنه آلومینیومی که داره آن را از بقیه گوشی ها متمایز کرده است.,0
من از این لامپ 14 عدد خریدم. از خریدم راضی هستم. نور آن به نسبت مصرف و در مقایسه با لامپ های مشابه که تا کنون دیده ام بیشتر است. کیفیت ساخت آن هم نظرم را جلب کرد. وقتی کالای با کیفیت ایرانی می بینم احساس غرور می کنم. درود بر کالای داخلی با کیفیت.,0
با یه آنتن خوب مشکل دریافت سیگنال برطرف شد، اما ضعف کندی  بین تعویض کانال پابرجاست.,2
چند روز پیش سفارش دادم و امروز کادوی تولد دادم، دوستم خیلی خوشش اومد 2 تا عکس هم گرفتیم که عالی شد جفتش، عکاسی باهاش فوق العاده لذت بخشه  ممنون از دیجی کالا,0
سلام من این دوربین رو سال پیش خریدم و تو شرایط و ژانرهای مختلف عکس گرفتم . 70d دوربین خوبی هست اما خیلی از برتری هاش به خاطر کیفیت عکساش نیست ، یعنی به خاطر آپشن هایی هست که داره . طبق آماری که تو سایت هایی مانند dpreview  و snapsort  وجود داره کیفیت عکس و داینامیک رنج پایین تری نسبت به بعضی از مدل های هم رده و یا حتی پایین تر از خودش در مارک نیکون داره اما می بینید در مجموع و با در نظر گرفتن کلیه امکانات مثل وایفای ، صفحه لمسی و تکنولوژی جدید فوکوس تونسته در سطح بالاتری قرار بگیره . اگر این امکانات براتون ملاک هست این دوربین رو خریداری کنید.,0
متاسفانه ساپورت لنوو خیلی ضعیفه  هم تو سایت xda-developers گشتم هم تو ساپورت لنوو اما اندروید 5 واسش نیومده ( واحتمالا نخواهد آمد),2
بنظرم هارد بسیار مناسبی در مدل های دیگه که در بازار وجود داره.  ممنون دیجی کالا که کاری میکنی ما همیشه بهت اعتماد کنیم و بهترین جنس و با تحویل زود دست مشتری میرسونید,0
سلام لطفاااااا این گوشی رو موجود کنید هرچه زودتر,1
بسیار بی‌کیفیت است. اصلا ارزش خرید ندارد.,2
خیلی کاربردی هستش ممنون از دیجی جون,0
به همه توصیه میکنم بگیرید  من کاملا راضی هستم  گوشی نوت 5 منو تو 1 ساعت و 10 دقیق از 43 درصد فول شارژ کرد  نمیدونم چرا اما هر 2 تا پورت یو اس بی فست شارژ هست . نه گوشیم داغ کرد نه پاور بانک  با شارژر گوشیم تو 4 ساعت از 64 درصد فول شارژ کرد  یه خورده سنگسنه که با این ظرفیت طبیعیه . من باهاش مشکلی ندارم  همه چیش عالیه  نظرات دوستان رو خوندم یه خورده ترسیدم که داغ کنه یا فست شارژ نباشه اما برای من هیچ مشکلی نداشت    ممنون دیجی جان,0
"با سلام من دوسال پیش این محصول را خریداری کردم و طی این مدت هیچ مشکلی باهش نداشتم    بخاطر افتادن دستگاه داخل آب از کار افتاد  مجددا"" خواستم  و با قیمت اعلام شده ازرش خرید ندارد  و من پیشنهاد میدهم بجایی خرید این محصول رونیکس 8614 بهتر و قدرتش هم زیادتر است   و یا 8510 را خریداری کنید اگز خواسته باشید در هم تیپ رونیکس 8512 باشد",0
"من این کفش رو نوروز 95 از ترکیه خریدم.وقتی اومدم ایران, دیجی کالا هم همزمان با بازار جهانی این کفش رو موجود کرده بود.   در خریدش یک لحظه هم تردید نکنید.   این کفش از نظر راحتی و شیک بودن حرف نداره.  ضد آب هم که هست. و همچنین دارای تنفس مخصوصی هم هستش که از عرق کردن پا جلوگیری میکنه.  از نظر وزنی وقتی کفش رو میپوشی حس میکنی کفش  نپوشیدی   رنگش هم خیلی خوبه   در مورد خرید سایز توصیه میکنم که همیشه سایز کفشهای ریباک رو یه سایز بیشتر از کفشهای مجلسی بخرید.   ضمنا قالب کفشهای ریباک استاندارد هستش مثل کفشهای سالامون نیازی نیست که سایز بزرگتر تهیه کنید.",0
من برنامه نویسم  وبرای hack این فوق العادست,0
سلام. سرعته این فلش برای دریافته فایلها رو لبتابه من ک میان رده هستش 17 هست. بنظرم کمه. ولی اینم بگم ک سیستمه شما خیلی خیلی تاثیر گذار هستش رو سرعته فلش. هرچی سیستم حرفه ایی تر باشه سرعته ردو بدل کردنه اطلاعات تو فلش بالاتر میره. مخصوصا هاردتون خیلی تاثیر گذاره.,0
آدم یه نظر هایی میبینه که میخواد شاخ در بیاره نه در مورد این گوشی به طور کلی میگم،یه سری ها گوشیو از نزدیک هم ندیدن اونوقت یه نظر هایی مینویسن که  سازنده گوشی هم نمیدونه اما در مورد این گوشی :    این گوشی در حد یک میان رده خوبه کیفیت صفحه نمایش خوب و باطری نسبتن خوب چیپستاشم که یه امتیاز خوب تلقی میشه برای این گوشی فقط یکم لوس شده دست هرکی میبینی یا j7هستیاj5,0
رنگش با چیزی که نوشته متفاوته، بیشتر آجریه روشنه اصلأ تم قهوه ای نداره، تو توضیحاتش نوشته ماته ولی اصلأ ماتم نیست و ماندگاریشم خیلی کمه,2
دیشب این هارد را انتخاب کردم امروز صبح خواستم با یک سری وسایل دیگه سفارش بدم ، دیدم ناموجود شده، نمی دونم ظرف یک شب چرا باید ناموجود بشه به همین دلیل از بقیه خریدها هم منصرف شدم.,1
از بین WD71 و WD72 و WD74 کدوم بهتره بخریم؟؟؟,1
این گوشی به طور کامل در ایالات متحده طراحی و ساخته شده و صرفا بازار هدفش همون کشوره و در هیچ جای دیگه عرضه نخواهد شد . (سایت رسمی موتورولا ) . گوشی Moto G قرار جایگزین این گوشی در عرصه بین المللی باشه که هم مشخصات پایین تری داره و هم ارزون تر ، البته اون هم عرضه جهانیش از حدود بهمن ماه شروع میشه . پس منتظر عرضه این گوشی در ایران نباشید .,1
دوستانی که میگن خاموش شدن دسته طول میکشه میتونن با یک سرچ ساده نرم افزار خاموش کردن دسته را دانلود کنن که استفاده از اون خیلی راحته,1
سلام  می خواستم از کسانی که این گوشیرو دارن بپرسم گارانتی اصلی خریدن یا فرعی؟,1
من قبلا این مارکو استفاده نکرده بودم...از دیجی کالا خریدم و راضیم ازش.عطر  خیلی خوشایندی داره و تقریبا 48ساعت موندگاره...,0
من یه ماهی هست این پرینترو خریدم بد نیست ولی از همون روز اولی که این رو خریدم  کپی گرفتنش روی لتر تنظیم هست آ4نیست به این علت پایین برگه هارو تو کپی اسکن نمیکنه که چاپ کنه و پایینش یه دوسانتی سفید می مونه  اسکنش عالیه  الانم یه چند روزیه که تو پرینت گرفتن فقط آ5میگیره آ4هم رو آ5 می گیره   وچراغ کاریجش هم روشن شد ولی تا می گرفت ازش استفاده کردم  بعد که رفتم شارزش کردم هنوز روشن بود رفتم چند جا نشونش دادم گفتن یه کیت رو کاتریج سوخته ولی مشکلی ایجاد نمیکنه ولی چراغش همیشه روشنه  یه مشکل دیگه ی این دستگاه  تنظیم کردنشه که باید از نرم افزارش تو کامپیتر استفاده بشه که کار هر کسی نیست واین بخواطر داشتن صفحه ی تنظیم روی دستگاهه که فقط باهاش میشه تعداد،بزرگنمایی و وضوح روتنظیم کرد  ولی روهم رفته بد نیس,0
با سلام  دیجی کالای عزیز تاریخ دقیق عرضه این gps کی هست؟  این به زودی که زدید چقدر طول میکشه؟  با تشکر,1
دیجی جون اسکیت هم بیار لطفا,1
خیلییییی خوبه من خریدم راضیم واقعا.رنگش هم خوبه و خیلی سلکه,0
من بیشتر از یک ماهه که از دیجیکالا گرفتم و واقعا راضی هستم ممکنه اولش زیاد راحت نباشید و این به خاطر نوع عملکردشه و یکم که باهاش کار کنید راهش دستتون میاد.,0
شاید از نظر قدرت g700  خیلی بهتر باشه ولی  واقعا این قشنگ تره و از نظر کیفیت ساخت هم بهتره,0
تعجب میکنم که بعضیا میگن این گوشی چینی و بدرد نخوره!!!!! هرکسی که هوآوی رو بشناسه این حرف رو نمیزنه  مطمین باشید رکورد دار فروش گوشی در آینده هوآوی و شیائومی چینی هستند  البته من چندان از هوآوی خوشم نمیاد --- بدم هم نمیاد ---اما هیچ وقت نمیگم محصولاتش بده یا خوبه  کلا برای خرید گوشی فقط به نیازهای خودتون و امکانات گوشی توجه کنید و اصلا دنبال برند خاصی نباشید منکه همیشه همین کارو کردم و همیشه هم از خریدهام راضی بودم  باتشکر,0
لطفاً در فروش ویژه قیمت رو پایین‌تر بیارید.  شرکت امتداد پارسه هم خود سرفیس پرو 3 و هم کیبوردش رو با قیمت کمتر داره می فروشه.,1
در ضمن تفکیک صدای بسیار زیبا و شفافی داره ادم لذت میبره اهنگ گوش میده,0
سلام  منم خیلی منتظر این محصولم، فقط سوالی رو که دارم اینه، ویژگی بلوتوثی باعث میشه که موزیک موبایل از طریق بلوتوث دستگاه بره رو اف ام یا بلوتوث فقط برای انتقال صدا برای مکالمست ؟,1
من این ساعت و از دیجی نخریدم و پدرم کادو بهم داد ولی خیلی ساعت خوبیه، درسته که بند پلاستیکی داره ولی پلاستیکش خیلی نرم و انعطاف پذیره و اصلا انتظار همچین کیفیتی رو ندارید  واقعا ساعت خوب و فوق العاده شیکی هست  اصلا ظاهرش با این چیزی که تو تصویر هست قابل مقایسه نیست,0
لطیف ق  سلام. دوستان این گوشی file manager نداره؟   از گامپیوتر چند تا نرم افزار ریختم تو گوشی اما این نرم افزارها رو از گوشی پیدا نمیکنم!لطفا راهنمایی کنید...باتشکر,1
اصلا پیشنهاد نمیکنم بوی بوی صابون میده,2
دوستان میخام یه سیستم معمولی وصل کنم یه دونه کافیه یا باید دوتا گرفت؟,1
آقا سعید صفحه ی دور کیبورد بطور کامل از آلومینیومه. دور و کف دستگاه از پلاستیک مات (و البته با کیفیت) ساخته شده و پشت صفحه نمایش از پلی کربنات مات استفاده شده,1
با سلام به شما دوستان  نسبت به قیمتش عالیه ولی مراقب باشید عین من خرابش نکنید...  زدم شارژ بشه دیگه روشن نشد.,0
من دیروز بیرون کامل بررسیش کردم ،   صفحه نمایش : بلاخره صفحه نمایششو سونی یه بهبود کلی داده نسبت به نسلهای قبلش واقعا عالی شده بود عمق رنگ مشکی خیلی خوب بود و باعث شده بود رنگها گرم تر و اشباتر شده در کل خیلی خوب خوب صفحه نمایش ولی هنوز به پای s7 edge نمیرسه و از iphone 6 بهتر شده چون من این دوتا گوشیو خودم دارم اونجا مقایسه کردم ،   دوربین: دوربین سلفیش عالی بود کیفیتش هم از s7 edge بهتر بود هم از iphone 6 دوربین عقبشم خیلی بهتر شده واضحتر پر کنتراست تر ولی به پای s7 edge نمیرسه هنوز در کل دوربیناشم عالیه بخصوص دوربین سلفی.  پردازنده: سرعتش عالی نه سونی نه سامسونگ بخاطره سیستم عامل اندروید هیچوقت گوشیاشون به روونیه iphone نمیرسه ولی خیلی نزدیک شدن xz بنظر من یکی از رونترین اندرویدای بازاره الان.   طراحی: ظاهرش فوق العادس من تو عکسها و فیلمها دیده بودم ولی از تا نزدیک نبینین متوجه نمیشین چه طراحی فوقالعاده ای کرده سونی هم از نزدیک جم وجوره هم تو دوست میگیره خیلی حس خوبی داره اصلانم ضخامتش حس نمیشه   نتیجه : من این مطلبو نوشتم واسه اونایی که وقت نمیکنن برن بدون تعصب فقط سعی کردم کمکی باشه واسه اونایی که میخوان بخرن ولی خریدش الان زوده یه چند ماه بگذره افت کنه بهتره بنظره من چون گوشیای سونی زود قیمتش میاد پایین ، مرسی از سایت خوب دیجی کالا .,0
موجودش کنید خواهشاااا..لطفا زودتر....رنگ طلاییش باشه محشره,1
این ساب و با باکس 42 لیتری با ی جفت باند 6902 بستم خیلی خیلی عالی شده   اولش بین این یا سونی 2000 وات مونده بودم ولی خیلی خوشحالم کا اینو انتخاب کردم.,0
لطفا بزاریدش پیشنهاد شگفت انگیز خواهش می کنم لطفا بزاریدش پیشنهاد ویژه این محصول خیلی طرفدار داره,0
این محصول واقعا فوق العاده است ولی متأسفانه من بعد از دریافت کالا و تست کردنش متوجه شدم که در انتقال اطلاعات مشکل داره و تقریبا هیچی رو نمیتونه منتقل کنه، در حالی که شارژ کردنش هیچ مشکلی نداشت. اما معتقدم که شانس من اینطور بوده و بقیه ی کابل ها معمولاً چنین مشکلی ندارند. با این حال بعد از مرجوع کردن این کالا تصمیم گرفتم برای اطمینان این بار از همین محصول 2 متریش رو بگیرم و الان هم کاملا راضی هستم.,0
نسبت به قیمتش خوبه  پخش بوش خیلی ضعیفه بوش خوبه و یه بو مثل بوی فندق داره,0
گوشی با امکانات بالایی برخوردار است ولی نداشتن حافظه غیر از خود گوشی عدم تعویض باطری در صورت خراب بودن آن,2
دیجی دوباره موجودش کن لطفا از همه جا ارزون تر میدیش,1
سلام به همه ممنون میشم راهنمایی کنین :   مقایسه بین honor 3c lite با u10  ا..honor 3c lite= ram 1 داره و اون ram2  و کیفیت دوربین دومش کمتره اما دو برابر حافظه داخلی داره ..با توجه به اینکه 100 تومن ارزونتره به نظرتون میارزه آدم اونی که ارزونتره بخره؟   چون من گوشی g730 رو هم که  ram 1 داره کار کردم اونم گوشی خیلی خوبیه منتها نمی دونم چرا هنوز اون از  honor 3c lite گرونتره !,1
چرا این لپ تاپ رو نمیارید؟,1
سلام من این فرمان رو دارم ولی نمی دونم چه جوری تو بازی Euro Truck Simulator 2 راش انداخت دوستانی که می دونم لطفا راهنماییم کنن,1
سلام به دوستان عزیز  من این گوشی را 2 هفته ای که خریدم باید خدمت دوستان عزیزم عرض کنم که گوشی فوق العاده ای هستش من هیچ تعصبی رو ی گوشی و برند خاصی ندارم چون آدم گوشی بازی هستم سالی حداقل 10 تا گوشی عوض میکنم اما باور کنید این گوشی یک غول به تمام معناست بعضی از دوستان میگن نور صفحه کم هستش من بعید میدونم اینفینیتی 2 را حتی دستشون گرفته باشن و از نظر ساپورت نرم افزاری ایسوس فوق العاده است و تاچ و رنگها بسیار ایده آل است و فکر میکنم برای افرادی که خاص بودن گوشی مهم است به جرأت میگم خاص ترین گوشی را دست تون میگیرید مخصوصا وقتی به تبلت تبدیل می کنید,0
با سلام    من این میله بارفیکس رو برای آویز تاب کودک خریدم ، لزوما نیازی به پیچ و دریل کردن نیست، عرض چارچوب در اتاق ما 90 سانت هست و به راحتی با تنظیم طول و محکم کردنش قابل استفاده شد.  البته از نظر تحمل وزن های بالا برای ورزش بارفیکس فکر نمیکنم به اندازه کافی قوی باشه.,2
قدرت فوق العاده ای در پاک کردن جرم و سیاهی های باقی مانده ار لنت داره,0
من این محصول رو از دیجیکالا خریدم  واقعا خوبه و ارزش خرید بالایی داره خریدش رو به همه تون پیشنهاد میکنم,0
رم 512 برای اندروید 4 به بعد کمه. حداقل رم برای اجرای روان با اندروید 4 باید 1 گیگ باشه.,1
من این لپ تاپ برای یکی از دوستام گرفتم   سرعت محدود شبکه LAN به سرعت 10/100  بعنوان ضعف براش در نظر گرفته شده؛ البته باید توجه داشت که اگه از پورت شبکه برای اتصال به مودم ADSL تون استفاده میکنید یا از لپتاپ در شبکه های عادی محل کارتون استفاده میکنید این محدودیت روی سرعت اتصال به شبکه های اینچنینی تاثیری نداره چون سرعت تبادل اطلاعات در  این شبکه ها به 100 مگابیت نمیرسه که پورت لپ تاپ بخاد محدودش کنه  زاویه دید محدود صفحه نمایش اگه نخواین بغل دستی تون صفحه رو ببینه مزیت حساب میشه   با ویندوز10 خیلی روان کارمیکنه  ویندوز 7 روش نصب میشه ولی برخی درایورها (مربوط به کارت گرافیک، پورتها و ...) شناسایی نمیشن,1
لطفا هرچه سریعتر موجودش کنید قصد خریدشو داریم,1
ببینید دوستان بنده الان 5 ماهه گوشی رو دارم،اما مسئله اینجاست که اگر قاب یا محافظ ژله ای نگیرید پشت گوشی کاملا از قیافه میوفته،اگرم بگیرید زیبایی هاش محو میشه،در واقع سونی باید می فهمید که درب پشت رو ضد خش می کرد!   نکته ی دیگه ای که ممکنه خیلی ها رو منصرف کنه اینه که روی دوریبن این گوشی حساب نکنید! حتی با یه هواوی p6 هم مقایسه نکنید چون دوربین این گوشی در بهترین حالت در روشنایی که مناسبش هست عکس خوب می گیره و در حالت دیگه مانند شب یا تاریکی مطلق به راحتی ته دلتون رو سرد می کنه.  نکته ی سوم هم در خصوص گرم شدن در حین مکالمه هست که خیلی جالب نیست.  در نهایت این گوشی زیباست ولی حساس..,1
با توجه به قیمت شگفت انگیزش ارزش خرید بالایی داره و همچنین کیفیت خوبی داره .اگر ایرانی جنس باکیفیت تولید کنه چرا نخریم,0
دسته ی xbox one خیلی بهتر از ps4 هستش اما گرافیک ps4 بالاتر از xbox one هست که این برتری رو به راحتی میشه از روی تریلرهای مقایسه گرافیک این دو کنسول فهمید,1
برامدگیش کمه،دستم لیز میخوره,2
با سلام دوستان متن یه خورده طولانیه ولی بهتون پیشنهاد می کنم بخونید ضرر نمی کنید   من اوایل به فکر گوشی نبودم اما یه مرتبه تصمیم گرفتم یه گوشی هوشمند بگیرم بودجه ام هم در حدود 600 الی 630هزار تومن بودم یه سری به محصولات سامسونگ زدم دیدم به درد نمی خوره تو رنج 600تا650سامسونگ گوشی های خوبی نداره چون سامسونگ حدود30درصد پول برند می گیره یعنی یه گوشیه سامسونگ 800تومنی ارزش 700تومن رو داره چون می گن گوشی های سامسونگ با کلاسن  البته سونی هم یک برند هست وخیلی کلاس داره ولی در کل اگه پول اضافی داری سامسونگ بگیر وگرنه اگه 100یا150تومن برات پولیه سونی بخر ولی در کل من سونی رو بیشتر قبول دارم  به من اعتماد کنید این حرفایی که میگم همشون راسته        خب می ریم سره اصل مطلب   از خودم تعریف نمی کنم ولی من تو گوشی واردم الان یه ماهه ال خریدم که شانسی چشمم بهش خورد ودربارش تحقیق کردم البته تو 2ماه   1- (تاچ) =بعضی ها تو نظراتشون نوشتن تاچش ضعیفه خب من قبول میکنم ولی تو اندروید 4.1ضعیفه ولی اگر 4.2ببری فوق العاده می شه البته یه نکته لازم به ذکره که جدیدا توی 1ماه اخیر شرکت سونی اکسپریا ال رو با اندروید 4.2بیرون می ده و این بسیار شاد آوره من بعد یه روز که گوشیو گرفتم متوجه شدم رو 4.2شرکتی بود .  2- (رزولشن)= تو همرده های خودش بسیار جلو زده حتی از سامسونگ و ال جی ولی نسبت به گوشی های رده های بالاتر ضعیفه اما در کل خیلی خوبه وقتی نور صفحه رو تا آخر ببری که فوق العاده می شه ولی همیشه رو 1سوم بزارید وگرنه باتری رو قورت می ده همچنین صفه اش هم 4.3اینچی است و خیلی بزرگ وخوب   3-(دوربین)= آره من قبول دارم نسبت به 8پیکسل واقعی زمین تا آسمون فرق داره ولی تو شرایط نوری مناسب خیلی قشنگ عکس می گیره من راضیم فیلم برداریش که جای حرف نداره عالیه انگار از hd720p هم بالاتره  فلششم خیلی پر نوره و می تونید با برنامه فلش لایتر به عنوان چراغ قوه نیز از آن استفاده کنید .  4- (زیبایی)= از سامسونگ سره وزیباتر مخصوصا اون چراغ زیر گوشی که خیلی زیبایی رو به اون افزوده در حالت خاموش هیچ کلیدی نیز روی گوشی قرار نداره وهمه محو اند که خیلی زیبایه   5-(باتری)= خوبه خودتون می دونید که گوشی های اندرویدی باتری رو قورت می دن اما با استفاده مداوم 6ساعت می مونه پس تو این بخش هم موفق بیرون اومده   6-( سخت افزار)= از دوهسته قدرتمند 1گیگاهرتزی اصل شرکت سونی تشکیل شده  در این خصوص مواظب باشید چون بعضی ها به آدم غالب می کنن ودوهسته اصل نیست   در کل از لحاظ سخت افزاری خیلی خوبه ولی عالی نیست چون کاش چهار هسته داشت همچین گوشی با این امکانات باید 4هسته داشته باشه اما دو هسته اش قویه و بازی هایی چون آسفالت 8ونید فور اسپید ماست وانتد رو به راحتی قورت می ده یکی از مزایاش اینه که حافظه داخلیش 8 است که 5وخورده ای در دسترسه وتا 32 گیگ رم ساپورت می کنه   7-(نرم افزار)= عالیه 3g، وای فای بلوتوث نسخه 4 با سرعت فوق العاده واز همه جالب تر پشتیبانی از تکنولوژی منحصر به فرد NFC و اندروید 4.2 که قراره 4.4 کیت هم براش بیاد   8- (وزن)=  یه مقدار بسیار کمی زیاده اما انحنای پشتش واقعا واقعا خوش دستش کرده فقط باید تو دستت بگیری   در کل= گوشی بسیار بسیار خوبی است و بسیار هم ارزان تو خریدش شک نکنید تو این رنج قیمت اگه سامسونگ ، ال جی یا هر چیز دیگری به جز سونی ال یا سونی ام بخرید ضرر می کنید من واقعا ازش راضیم از دید گاه خودم فقط یه مشکل داره شایدم بخندید اونم اینه که برای اینکه رمشو بردارین باید گوشی رو خاموش کنین چو جای رم زیر باتری  فقط همین   امید وارم خرید خوبی داشته باشین ولذت ببرید                        امیر محمد اسکندری,0
کاربر گرامی  جناب آقای سید محمد جواد جلال زاده  با سلام  خیر ، کارت حافظه SD است که در دوربین های دیجیتال مورد استفاده قرار میگیرد .,1
واقعا سونی عالیه.,0
خبلی دوست دارم بگیرم ولی اخه انقندر گرون,2
آنتن دهیش به شدت ضعیفه و بیشتر از یک اتاق مجاور رو جواب نمیده.برای خونه های بزرگ اصلا مناسب نیست. از خریدش به شدت پشیمونم.,2
من این گوشی رو حدود 2 ماهه که دارم از همه  امکاناتش  راضیم بجز صفحه نمایش  و دوربینش,0
دوستان عزیز  من یکسال هست که این دستگاه را دارم و تا کنون ازش راضی بودم  جهت بالا بردن طول عمر دستگاه و جلوگیری از ایجاد رسوبات آهکی در  قسمت های اصلی دستگاه بهتر است آب مورد نیاز را در کتری برقی بجوشانید و پس از خنک شدن درون دستگاه بریزید.,0
سلام دوستان. من یه سؤال داشتم اگر لطف کنید راهنمایی کنید.می خواستم ببینم ریش تراش فویلی بهتر میزنه یا چرخشی سه تیغ؟؟؟؟؟ چون تا الان فویلی رو تجربه نکردم.ممنون,1
اصلابه صورت منظم موهای صورت را کوتاه نمی کنه واین مشکل اصلی این نوع ماشین است,2
سلام.....این گوشیو چند روزه خریدم...خلاصه فقط اینو بگم : از همه جهت عالیه عالیه عالیه,0
این ریمل فقط بلند کننده ست و حجم دهندگی خیلی کمی دارره.. من برای حجم دهندگی بعد از این که اینو میزنم  ریمل بورژوا میزنم که از اون راضی ترم .,2
سلام خواهشا موجود کنید چون من یه پخش و یه ساب اماده ی خرید گذاشتم ولی این باند نیست میخوام همش رو با هم سفارش بدم ولی موجود نیست,1
باسلام   بین این گوشی و گوشی هواوی G620S کودوم گوشی خوبه ؟  از نظر نور صفحه نمایش   کیفیت دوربین   کیفیت بدنه,1
خیلی زود کف ظرف خط و خش خورد با اینکه اصلا از قاشق فلزی و سیم ظرفشویی استفاده نکردم  با این قیمت می تونستم سرویس بهتری بخرم,2
اگه دیجی کالا تو پیشنهاد شگفت انگیز بزارش حتما میخرمش,1
سلام اسپیکر فوق العاده ای است اما T6 بهتر شده است .,0
دوستان من این گوشی رو از دیجی کالا گرفتم رنگ سفیدش     در کل گوشی خوبیه وامکانات خوبی تو این رنج به مخاطباش میده ولی معایبی داره که توهمین ابتدا فهمیدم    1-صدای ضعیف مکالمه  2-شل بودن قاب پشتی گوشی     ولی در کل با طراحیش خیلی حال کردم وجز این دو تا بقیه امکاناتش نسبت به قیمتش عالپیه.,0
من این گوشی رو یک ساله که دارم از تمام برندها هم گوشی داشتم ولی هیچ کدوم به پای این نمیرسیدن واقعأ گوشی خوبیه حرف نداره نرم افزار فوق العاده قوی داره هنوز هم به تمام گوشی ها ترجیحش میدم,0
سلام دوستان من یکساله نیم گوشی خریدم:  1-باتریش واقعا پایینه وقتی که پیغامه باتری ضعیف است میاد هیچکاری مثل پخش موزیک بازی کردن نمیشه در ضمن نور صفحه خیلی کم میشه فقط را حلش زدنه شارژه   2-دوربینش بدک نیست ولی دیر میگیره  3-سیستم عامل نداره وقتی که نرم افزار نصب میکنین میگه پشتیبانی نمیکنه البته بعضیا  4-از شبکه های اجتماعی فقط نیمبازو میگیره  5-وای فایش خوبه قطع و وصل نداره  6-صدا ی پخش موزیکش فوق العادست  7-mp4 رو قبول نمیکنه  8-بدنه فوق العاده ای داره کریش نمیشه  9-روون نیست دیر عمل میکنه  10-ضد خش و قاب مخصوص نداره  11-صدای صفحه کلیدش اعصاب خورد کنیه فقط باید کمش کنی از نظر من  12-فقط راهت تو جیب جا میشه و ظاهرش قشنگه   13-فقط باتریش داغ نمیکنه و تا یک هفته بدون کار نگه میداره وگرنه تا سه روز نگه میداره  ممنون وقت گذاشتین,1
بابا کلی خرید تو سبد دارم معطل اینه اگه نیست کلا بی خیال شم,1
البته دوستان باید توجه داشته باشید با توجه به نوسانات دلار و نبود اطمینان از آینده قیمت دلار در بازار ارز داخلی و همین طور مخاطبان خاص این دستگاه هرکسی هم باشه تا مدتی دستگاهو گران عرضه میکنه تا جبران خسارات احتمالی بشود,1
دیجی چندتا کلاه خوب بیار خواهشن,1
امتحان کردم بیرون نیومد کاش سوزن مخصوص به خودشو داشت,2
فقط آیفون بخرید.بهترینه,0
چشممون خشک شد به موجود شدنش,1
دیشب سفارش دادم منتظرم بیاد,1
عالیه عالییییییی,0
دیجی کالا لطفا زودتر بیارش تا زودتر تر ببریمش :)  اگه موجوووود بشه خیلی خیلی ممنون میشیم .,1
عالیه هر کس موفقه لایک کنه,0
من تازه این محصول رو خریدم، ازش راضی بودم، به جای موزر ازش استفاده می کنم،خیلی قویه و ضد آب هم هست و به نظرم نقطه قوتش این می تونه باشه.  ظاهرش هم خیلی مدرنه. شارژ رو هم خوب نگه می داره,0
